此版不再维护,#genre#
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000001925
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265029
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000009082
吉林卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031117
吉林卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040013
吉林卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000027730
辽宁卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000011671
辽宁卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000001000008940
辽宁卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000001945
辽宁卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265022
辽宁卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000024033
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000014954
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000010000022140
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=wasusyt&id=6000000001000015436
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000024621
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265023
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000010355
江西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000011210
江西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000001000032154
江西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000006000268001
江西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000265032
江西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000001000013731
广西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031118
广西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040014
广西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000019837
海南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000004000006211
海南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000023773
甘肃卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031121
甘肃卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040021
甘肃卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000017827
云南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000011000031120
云南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000024694
云南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040019
青海卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000013359
青海卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040015
内蒙古卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000014080
宁夏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000031451
宁夏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040022
西藏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000015894
新海南,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=hnbblive&id=2000000003000000011
新疆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000029441
新疆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040018
兵团卫视.http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=btws
兵团卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000266005
兵团卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040020
山西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000021220
山西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040023
陕西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000002000007495
陕西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=bestzb&id=5000000006000040017
厦门卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/c.php?p=ystenlive&id=1000000005000266006

北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=bjwshd8m/8000000
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=tjwshd8m/8000000
河北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hbwshd8m/8000000
辽宁卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=lnwshd8m/8000000
吉林卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=jlwshd8m/8000000
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hljwshd8m/8000000
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=dfwshd8m/8000000
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=jswshd8m/8000000
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=zjwshd8m/8000000
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=ahwshd8m/8000000
东南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=dnwshd8m/8000000
江西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=jxwshd8m/8000000
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=sdwshd8m/8000000
河南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hnwshd8m/8000000
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hubeiwshd8m/8000000
湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hunanwshd8m/8000000
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=gdwshd8m/8000000
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=szwshd8m/8000000
广西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=gxwshd8m/8000000
海南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hainanwshd8m/8000000
重庆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=cqws8m/8000000
四川卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=scws8m/8000000
贵州卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=gzwshd8m/8000000
云南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=ynwshd8m/8000000
甘肃卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=gswshd8m/8000000
北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=bjwshd/4000000
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=tjwshd/4000000
辽宁卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=lnwshd/4000000
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hljwshd/4000000
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hddfws/4000000
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=jswshd/4000000
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=zjwshd/4000000
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=ahwshd/4000000
东南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=dnwshd/4000000
江西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=jxwshd/4000000
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=sdwshd/4000000
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hbwshd/4000000
湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hnwshd/4000000
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=gdwshd/4000000
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=szwshd/4000000
四川卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=scwshd/8000000
海峡卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/b.php?id=hxwshd4m/4000000

北京卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=bjws
东方卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=dfws
天津卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=tjws
重庆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=cqws
黑龙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=hljws
辽宁卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=lnws
河北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=hbws
山东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=sdws
安徽卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=ahws
河南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=hnws
湖北卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=hubws
湖南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=hunws
江西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=jxws
江苏卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=jsws
浙江卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=zjws
东南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=dnws
广东卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=gdws
深圳卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=szws
广西卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=gxws
贵州卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=gzws
四川卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=scws
新疆卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=xjws
海南卫视,http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=hinws
兵团卫视.http://1.15.48.2:65321/vfdgrtygdfgd000/y.php?id=btws
欧华港台,#genre#
需升级app,p3p://108.181.32.169:55214/641af90c000328bac2b691f11db2274a
翡翠台,p3p://108.181.32.169:55214/6533f5c20003762b2cfef1ac322c6404
翡翠台MY,p3p://108.181.32.169:55214/6533f6f8000f2ebd2d03af9d53e46544
TVB黃金翡翠台,p3p://108.181.32.169:55214/64206c63000c3a90d801201c5fe2483a
TVB星河粤语,p3p://108.181.32.169:55214/64124d6a00062ff8a0d85b176a3f19bd
TVB星河国语,p3p://108.181.32.169:55214/64124d490002f20da0d7d95b4dbe6256
TVB粤语片台,p3p://108.181.32.169:55214/641022340009a273985f91092cb6113d
TVB功夫台,p3p://108.181.32.169:55214/6411291b0004b01b9c62861646d00929
TVB娱乐新闻台,p3p://108.181.32.169:55214/64102219000c6f74985f28485a5a5799
TVB娱乐新闻台,p3p://108.181.32.169:55214/64124d81000ccc51a0d8b69f1a1a762b
TVB J2,p3p://108.181.32.169:55214/641021800006a527985cd1244315142d
TVB经典台,p3p://108.181.32.169:55214/6410219e0000704b985d44bd2a501d47
TVB经典台,p3p://108.181.32.169:55214/64124d230009d2bba0d746ad78416db2
RHK 31,p3p://108.181.32.169:55214/64101f330006ab429853d45f7940453b
RHK 32,p3p://108.181.32.169:55214/641020b00001b8599859a360613572d7
无线新闻台,p3p://108.181.32.169:55214/64100a940006c6399803474b6281105f
无线新闻台,p3p://108.181.32.169:55214/641010d400018818981bafed68b74c1b
无线财经台,p3p://108.181.32.169:55214/64100aec000c7bc59804a081537730cb
NOW财经台,p3p://108.181.32.169:55214/641020d00004bf91985a212731011c3c
NOW直播台,p3p://108.181.32.169:55214/6417e77b0007feb1b6b9f4ca25bc6e04
NOW新闻台,p3p://108.181.32.169:55214/6410254c0006df63986ba60f292a7500
TVB爆谷台,p3p://108.181.32.169:55214/641af90c000328bac2b691f11db2274a
TVB星影台,p3p://108.181.32.169:55214/641af926000cc2b9c2b6f9f75c8d2b97
HBO,p3p://108.181.32.169:55214/64137f0b0006a17fa58238155813216c
HBO,p3p://108.181.32.169:55214/645faf2100095cb2cf1c4442765c172b
HBOFAMILY,p3p://108.181.32.169:55214/64137f3c000d4a86a582f93235111bc5
HBOFAMILY,p3p://108.181.32.169:55214/64137f29000ae5e4a582ae5d42d65d7a
HBOSIGNATURE,p3p://108.181.32.169:55214/64137f700008f329a583c3344ddf5dfc
HBOSIGNATURE,p3p://108.181.32.169:55214/64137f530000971da5834fca2631479a
HBOHITS,p3p://108.181.32.169:55214/64137f970005246ea5845a9326ce6233
HBOHITS,p3p://108.181.32.169:55214/64137f85000a578fa58415985b5b1f5d
好莱坞电影台,p3p://108.181.32.169:55214/6425244f0001184fea6f56a70aca63d2
美亚电影台,p3p://108.181.32.169:55214/642525310003ad3cea72ca2155c734c3
龙祥电影台,p3p://108.181.32.169:55214/642d014b0009f96e092658cb4e1b23ff
东森电影台,p3p://108.181.32.169:55214/64253899000a078deabe99ff587050b0
东森洋片台,p3p://108.181.32.169:55214/64251f8a0008854aea5cb6fe64e47b4e
纬来电影,p3p://108.181.32.169:55214/64251eae0001bef7ea5959e100ae671e
CATCHPLAY电影台,p3p://108.181.32.169:55214/64252479000b7f1aea6ffd6177e3015c
卫视电影台,p3p://108.181.32.169:55214/642525150008a4ecea725e071929091e
星卫HD电影,p3p://108.181.32.169:55214/642521030009ef43ea62780c438e2a38
卫视HD电影,p3p://108.181.32.169:55214/6425253c0007ee60ea72f6307ae25fdd
中视,p3p://108.181.32.169:55214/64251e170000e7deea570bd25e8e7797
民视,p3p://108.181.32.169:55214/64251dd200003544ea55fe1c5eb00e42
民视,p3p://108.181.32.169:55214/6442f24f00097e845edb5e492842265c
公视,p3p://108.181.32.169:55214/64251df1000b5a9cea567a0e255d4664
台视,p3p://108.181.32.169:55214/64251e0800060844ea56d28a6fad038f
华视综合,p3p://108.181.32.169:55214/642520cd000995d4ea61a5050eb67a8d
台视综合,p3p://108.181.32.169:55214/64295f5300027bb1faf5dea26ef81333
台视财经台,p3p://108.181.32.169:55214/6448a761000bec1a75267316701e7a90
中视新闻,p3p://108.181.32.169:55214/642d016e000643ab0926e0907da252ca
中天新闻,p3p://108.181.32.169:55214/64252571000be01dea73c63b5616781e
中天新闻,p3p://108.181.32.169:55214/642590050003b317ec1416371a246f3d
壹電视新闻台,p3p://108.181.32.169:55214/642521bd0005dfe9ea654d921969472d
东森新闻,p3p://108.181.32.169:55214/64251f9700046520ea5ce8b85b6c11da
东森财经,p3p://108.181.32.169:55214/64251ff20001f010ea5e4b9002e57212
非凡新闻台,p3p://108.181.32.169:55214/64258e8600060f7eec0e3ebd6c49020e
寰宇新闻台,p3p://108.181.32.169:55214/64295eb60008744efaf37ae07d17520b
TVBS新闻台,p3p://108.181.32.169:55214/64252188000673fcea647eb0397d464d
三立新闻,p3p://108.181.32.169:55214/64251e23000bcd04ea573d7c0f0a002e
年代新闻,p3p://108.181.32.169:55214/645b2569000acf2fbd624de55e212fb2
三立戏剧,p3p://108.181.32.169:55214/64251e39000ed5bbea579433569b6381
三立综合台,p3p://108.181.32.169:55214/64251e49000e34e7ea57d28a25014df2
三立台湾,p3p://108.181.32.169:55214/64251e5e0003388bea5821c268061bfb
三立都会,p3p://108.181.32.169:55214/64251e7300064780ea587492773a63cc
纬来体育,p3p://108.181.32.169:55214/64251ee9000a4e00ea5a428b26ea4156
纬来日本,p3p://108.181.32.169:55214/64251ef6000315a6ea5a737a6efc404a
纬来精彩,p3p://108.181.32.169:55214/64251f020003818bea5aa2750fef31c6
纬来综合,p3p://108.181.32.169:55214/64251f0d000c0b8fea5acf9d13b83665
东森幼幼,p3p://108.181.32.169:55214/6430b41c0001f3831798d72948126428
东森综合台,p3p://108.181.32.169:55214/64253f6e0002d287ead9482831323a6d
东森戏剧台,p3p://108.181.32.169:55214/64251f7a000bc46eea5c79536d5e2a0e
八大娱乐台,p3p://108.181.32.169:55214/642520730002bc15ea6043b344e032a5
八大第一,p3p://108.181.32.169:55214/6425207f00050f7aea60732c51b94fad
八大综合,p3p://108.181.32.169:55214/642520b0000c3261ea61346800d61673
八大戏剧,p3p://108.181.32.169:55214/642520c1000929efea61760938521b57
中天娱乐,p3p://108.181.32.169:55214/642525670005ee2bea739da573c134b4
中天亚洲,p3p://108.181.32.169:55214/64254f7e000dfed1eb1809855c5735ce
中天综合,p3p://108.181.32.169:55214/642d0188000d7c49092747f97ffc7c72
民视第一台,p3p://108.181.32.169:55214/642520e900023cc4ea621083588c7092
民视影剧台,p3p://108.181.32.169:55214/6425257c000bd861ea73f1315c0e6e14
民视综艺台,p3p://108.181.32.169:55214/642d012300040bf70925bb06321b0b87
TVBS精采台,p3p://108.181.32.169:55214/642521570001b275ea63be1073931dd1
TVBS,p3p://108.181.32.169:55214/64252174000b39b9ea6431c97b481680
TVBS-G欢乐台,p3p://108.181.32.169:55214/642521950001d9f2ea64b04b059b66dd
TVBS精彩台,p3p://108.181.32.169:55214/642521a2000c7beaea64e5cc482f669a
靖洋戏剧台,p3p://108.181.32.169:55214/642521b000094942ea651baa457674cb
DISCOVERY CHANNEL,p3p://108.181.32.169:55214/641383f300048101a59561c464b07293
国家地理高画质野生,p3p://108.181.32.169:55214/642523f2000e0f35ea6deeb16ff816c9
历史频道2,p3p://108.181.32.169:55214/642521e0000042a6ea65d4db3e9d23f9
EYE TV旅遊台,p3p://108.181.32.169:55214/642524030003a5b2ea6e2e6f6efc45a1
探索科学,p3p://108.181.32.169:55214/6425241100084dfbea6e6650539d779f
亚洲旅游台,p3p://108.181.32.169:55214/642520f70001a86dea62470d303d34d3
美食星球,p3p://108.181.32.169:55214/6425252400079076ea72985811e07306
CI 罪案偵查頻道CRIME,p3p://108.181.32.169:55214/642520d9000d93c9ea61d4ea78792b01
动物星球ANIMAL PLANET,p3p://108.181.32.169:55214/6425241f00027d03ea6e9b836b853b0b
星卫娱乐台,p3p://108.181.32.169:55214/6425242d000d55adea6ed4fa37195f98
愛爾達影剧台,p3p://108.181.32.169:55214/6425243c00046a2eea6f0d4964f8022d
SMITHSONIAN CHANNEL,p3p://108.181.32.169:55214/64252459000cfdb2ea6f80c37a14067d
SMITHSONIAN CHANNEL,p3p://108.181.32.169:55214/6465a79d00097d7be66eae831da34d70
金光布袋戲,p3p://108.181.32.169:55214/6425246600099458ea6fb2ab4398320b
卫视中文,p3p://108.181.32.169:55214/64252507000eefc4ea7228f32f390502
JET TV,p3p://108.181.32.169:55214/6425254d000d3abeea7339f47b5d4bf5
BRAVO中视青采,p3p://108.181.32.169:55214/642525590004d7f3ea7366ae4aeb3d9d
THRILL,p3p://108.181.32.169:55214/644a0879000272f67a89b6687af342ae
豬哥亮歌廳秀,p3p://108.181.32.169:55214/642d012f00030a3c0925e9a4065b1986
靖天育樂台,p3p://108.181.32.169:55214/642d013d0001084409261fd04c0c3c04
BABY FIRST,p3p://108.181.32.169:55214/642d015f000070f00926a47a6a2e7d52
ET综合台,p3p://108.181.32.169:55214/642d017d0000a964092719b87e2e3acd
好消息,p3p://108.181.32.169:55214/642d01960008dc0109277d7a4fc40fce
好消息2台,p3p://108.181.32.169:55214/642d07140006a38a093cf11414d83398
CNN MY,p3p://108.181.32.169:55214/641380c6000d7e73a588fc4e012b3240
CNBC MY,p3p://108.181.32.169:55214/64138101000e328aa589e2f46ee85f3d
ABC AUSTRALIA MY,p3p://108.181.32.169:55214/6413811b0006e5f7a58a46a6057a4674
SKY NEWS HD MY,p3p://108.181.32.169:55214/641381340003e883a58aa78a57c53479
BLOOMBERG TV MY,p3p://108.181.32.169:55214/6413814f000a6413a58b12ab52934c96
FRANCE 24 MY,p3p://108.181.32.169:55214/6413816700069158a58b6f7a03cd341c
EURO NEWS MY,p3p://108.181.32.169:55214/6413817b0003393aa58bbcbf158b6409
FOX NEWS MY,p3p://108.181.32.169:55214/6413818e000154fca58c067b60210765
BBC NEWS HD,p3p://108.181.32.169:55214/641384e7000133cda5991a1b33cb3ea0
DW HD,p3p://108.181.32.169:55214/641384f6000cbd09a59957a77daa41a1
BBC WORLD NEWS,p3p://104.192.224.146:9806/5fe85631000bda949282c2797d6f6839
BBC WORLD NEWS,p3p://108.181.32.169:55214/6465a784000201aee66e4af152371a81
SKY NEWS,p3p://104.192.224.146:9806/5fe861cd0004d5c792b01a0b2f7314a3
CNBC,p3p://104.192.224.146:9806/5fe7ed9d000bee7690ea4066318039ec
ABC AUSTRALIA,p3p://104.192.224.146:9806/5fe7f9c0000400369119a71534cf160d
BLOOMBERG TV,p3p://104.192.224.146:9806/5fe7ee3900072cc790eca08f51983f0f
MTV LIVE MY,p3p://108.181.32.169:55214/641381a8000b2beaa58c6e90661462b5
CNN INDONESIA INDONESIA,p3p://108.181.32.169:55214/641380ea000891c1a58987ab53f905fa
凤凰中文,p3p://108.181.32.169:55214/6410229e000655dd98612e41401e3e7d
凤凰资讯,p3p://108.181.32.169:55214/641022be000e5cc69861ad4f5a025336
凤凰资讯,p3p://108.181.32.169:55214/641fd7b400080236d5bc536f5d82159c
凤凰香港台,p3p://108.181.32.169:55214/641022da0005d3069862188000a64525
TVBS新闻台,p3p://108.181.32.169:55214/64252188000673fcea647eb0397d464d
CCTV-4,p3p://108.181.32.169:55214/64260ca5000de050edfae9d444575946
FOX NEWS HD,p3p://108.181.32.169:55214/645fa4a20009e813cef3445113f32f37
FOX SPORTS NEWS,p3p://108.181.32.169:55214/645fa4b70009ded8cef396560ffc1013
NBC NEWS,p3p://108.181.32.169:55214/645fb231000224f2cf2838ec5da021e1
NEWSMAXTV,p3p://108.181.32.169:55214/6463b008000a617cdebf90be602c4318
CHEDDAR NEWS,p3p://108.181.32.169:55214/6465a78f00077382e66e774d7a1176a6
NEWS 12 CONNECTICUT,p3p://108.181.32.169:55214/6465abce000b2c48e67f0e5e77df4110
NEWS 12 LONG ISLAND,p3p://108.181.32.169:55214/6465abe3000a2f4de67f6026547a726c
NEWS 12 THE BRONX,p3p://108.181.32.169:55214/6465abfa00086f05e67fb98b35733f88
NEWS 12 WESTCHESTER,p3p://108.181.32.169:55214/6465ac0a00093bd1e67ff8404bce63ed
NEWSY,p3p://108.181.32.169:55214/6465ac1c0003cbc0e6803d2b05391318
ESPN NEWS USA1 HD,p3p://108.181.32.169:55214/645fab270000a005cf0cb97041394996
CCTV-5,p3p://108.181.32.169:55214/64260cb0000afd53edfb140f10811127
CCTV-5+,p3p://108.181.32.169:55214/64260cbc00081417edfb42307c984dd4
NOW 体育台,p3p://108.181.32.169:55214/6410211d00048968985b4de16d6e5b6a
NOW体育1 SPORTS 1,p3p://108.181.32.169:55214/643361f20007b9a9220fabfc3001244e
NOW体育2 SPORTS 2,p3p://108.181.32.169:55214/643362090006b031221005903b883d07
NOW体育3 SPORTS 3,p3p://108.181.32.169:55214/6433621d000d9c3522105573223958e1
NOW体育4 SPORTS 4,p3p://108.181.32.169:55214/6437999f00025f983289265f38ef3722
NOW体育5 SPORTS 5,p3p://108.181.32.169:55214/643799aa000e7bac3289547135e05a80
NOW体育6 SPORTS 6,p3p://108.181.32.169:55214/643799bb00044f193289943e2e5f6ac1
NOW体育7 SPORTS 7,p3p://108.181.32.169:55214/643799ca000a29a43289d0542d57262c
新唐人亞太台,p3p://108.181.32.169:55214/642521d2000cfacfea65a16c26f11d60
人间卫视,p3p://108.181.32.169:55214/6425224d00048156ea677fb9420534b4
大爱电视,p3p://108.181.32.169:55214/6425225a0002859cea67b1ff6aaf6db6
大爱二台,p3p://108.181.32.169:55214/64252264000022beea67d87308e9122e
MOMO親子臺,p3p://108.181.32.169:55214/6425226f000463e1ea68048207b3285f
ELEVEN 体育1,p3p://108.181.32.169:55214/6425227b000100c6ea6832842d41783a
ELEVEN 体育2,p3p://108.181.32.169:55214/64252292000127feea688c6630d312e7
ELTA体育1台,p3p://108.181.32.169:55214/6425229e00024ab4ea68bb9154ab1928
ELTA体育2台,p3p://108.181.32.169:55214/642522b0000a6c14ea6903f615622aab
ELTA体育3台,p3p://108.181.32.169:55214/642522bd000ad1bbea6936d803e32fc0
ELTA体育3台国语,p3p://108.181.32.169:55214/6433e3220006392724084f1711880c01
博斯魅力,p3p://108.181.32.169:55214/642d395d0004e9950a015dce389f4c91
博斯運動一台,p3p://108.181.32.169:55214/642d000d000525a509217d5a62e868e8
博斯網球台,p3p://108.181.32.169:55214/642d0029000bd7e70921ec71212f5735
博斯運動二台,p3p://108.181.32.169:55214/642d0087000484c5092359c47ee4201a
博斯高球台,p3p://108.181.32.169:55214/642d009f000f1f000923ba3b26b667e4
博斯高球二台,p3p://108.181.32.169:55214/642d00ae000e846a0923f4ac45c06f09
博斯無限台,p3p://108.181.32.169:55214/642d00bf00041ae7092434690ae526c7
ELTA综合,p3p://108.181.32.169:55214/642522cd000292e6ea69733b04032ded
ASSP1,p3p://108.181.32.169:55214/6412459f000acfeba0b9eb4448574dee
ASSP1,p3p://108.181.32.169:55214/641245bc0008335da0ba5be15de04db6
ASSP2,p3p://108.181.32.169:55214/641245e30005d242a0baf39e4a3f4a03
ASSP2,p3p://108.181.32.169:55214/641245fd000a6c90a0bb5a5b3f082922
ASSP3,p3p://108.181.32.169:55214/6412462100081e2fa0bbe66467ee6505
ASSP3,p3p://108.181.32.169:55214/6412463b00023f3ca0bc4a7430ab0660
ASSP4,p3p://108.181.32.169:55214/64124658000ad2c0a0bcbdee020d5132
ASSP4,p3p://108.181.32.169:55214/641246e00009e30fa0bed0f161d56da7
ASSP5,p3p://108.181.32.169:55214/641246fc0003baafa0bf3cbe4c8736d8
ASSP5,p3p://108.181.32.169:55214/6412471a00065484a0bfb29809e370b5
SPOTV,p3p://108.181.32.169:55214/6481dc3c00077243549b8cd35b4f0f7f
BOLA ARENA1,p3p://108.181.32.169:55214/641245040004d52aa0b78c446be55863
BOLA ARENA2,p3p://108.181.32.169:55214/64124524000e86a3a0b80bbf421014d4
ASTRO ARENA,p3p://108.181.32.169:55214/6412454a0000fbb4a0b89cb81723411e
ASTRO ARENA 1,p3p://108.181.32.169:55214/64124580000df2d5a0b972fa5e5d3940
ASTRO ARENA 1,p3p://108.181.32.169:55214/6412454a0000fbb4a0b89cb81723411e
